,data_clean,created_at,location,sentimen
4034,korupsi korupsi asiknya korupsi koruptor kapok,2024-09-10,Zimbabwe,Negatif
4035,bangkee negara rei kamiki cetak lusin gol laga level beda meme pindah benua cocok semat jepang negara koruptor tinggi prestasi tingkat tengil masyarakat roket tajam lucu sih wkwk,2024-09-10,"Balikpapan, Kalimantan Timur",Negatif
4036,kakak adik koruptor,2024-09-12,"Jawa Tengah, Indonesia",Negatif
4037,moga tuju sekali bunuh hukum mati jabat koruptor bandar narkoba bandar judi beking judi on line pakai edar narkoba mabuk perkosa buat situs web porno maling sepeda motormobil,2024-09-09,,Negatif
4038,haha ladang cuci uang koruptor,2024-09-13,yogyakarta ,Negatif
4039,nya ada bikin kompak rakus gila jabat harap janji kejar koruptor antartika tepat mirip umpat beda pilih politik lihat konten dewasa akur,2024-09-09,,Negatif
4040,lihat koruptor hajar rakyat,2024-09-10,Indonesia,Negatif
4041,beda koruptor indonesia koruptor negeri tangkap,2024-09-08,,Negatif
4042,maling motor jual harga juta menyengsarakam orang gebuk ada mati koruptor maling triliun memsengsarakan rakyat negara manja hukum asyudahlah andai hukum koruptor serah rakyat,2024-09-14,,Negatif
4043,yoih parah nih anies mirip direktur utama tj langsung ya langsung kena korupsi koruptor suruh pegang bumd hasil mantap,2024-09-08,,Negatif
4044,liwat lulus spm ijazah undang memahani jahat raja atok sebingai paham insyaallah jilat tegar madhir bangsa walaun sahaja buta hati otak,2024-09-11,,Negatif
4045,fokus undang undang ampas hak aset koruptor,2024-09-08,,Negatif
4046,cita anies dihadang jabat politis usaha koruptor oligarki takut anies pimpin indonesia makmur adab alangkah tega pejuangmulia khianat,2024-09-11,,Negatif
4047,kini bersih koruptor sapu pakai lidi,2024-09-15,Kutub Selatan,Negatif
4048,ngeributin yaman lebih baik ngeributin cina koruptor cina fasilitas istimewa jokowi penetepan pik play station network proyek komersil pribadi proyek strategis nasional bebas lahan labrak taipan is end,2024-09-12,,Negatif
4049,ya lapor lapor koruptor rakyat untung,2024-09-14,"Pondok Cina, Depok",Negatif
4050,ternak koruptor besar,2024-09-11,,Negatif
4051,selamat sopan ayo koruptor sopan adil tuntut ringan ada atur adil sopan tuntut ringan ya konoha manja koruptor ada jera,2024-09-13,,Negatif
4052,kang palak koruptor,2024-09-10,"Upper East, Ghana",Negatif
4053,cieee anti yaman ya pro koruptor,2024-09-16,,Negatif
4054,maaf to sayang but aura koruptor,2024-09-15,Salvatore,Negatif
4055,tantang perihal berantas korupsi sesuai janji kejar koruptor antartika moga ucap man rakyat diabetes makan janji manis perintah kakak cak imin gibran putri cecilia promo camera zoom jungkook,2024-09-14,"DKI Jakarta, Indonesia",Negatif
4056,bicara hilang jati diri bangsa koruptor negara denda mirip harga kerupuk udang,2024-09-12,"DKI Jakarta, Indonesia",Negatif
4057,mulyono hasil lemah komisi berantas korupsi rakyat subsidi koruptor,2024-09-08,,Negatif
4058,dual citizenship kriminalkoruptor kabur mas bikin,2024-09-12,,Negatif
4059,kim jong uji nasional pindah konoha atas koruptor,2024-09-06,,Negatif
4060,celah main anggar ada pmegang anggar jahat hukum mati koruptor jalan tjuannya ya anggar sasar sketor pndidikan di mana tuju cerdas hidup bangsa,2024-09-07,,Positif
4061,ubedilah badrun buka bukti duga korupsi keluarga mulyono gibran kaesang bobby betapa ngeri keluarga kompak koruptor kompak cerdas rakyat,2024-09-14,,Negatif
4062,ikat buat kandang,2024-09-16,"Medan Kota Belawan, Indonesia",Negatif
4063,sarang koruptor gunting biar habis,2024-09-12,,Negatif
4064,ada hubung antata jilbab pintar lulus cari kerja ajak orang ikut kerja cipta lap kerja umat jilbab saja atut koruptor jilbab,2024-09-08,,Negatif
4065,konoha mantan koruptor mantan napi mantan kepala daerah gagal berani malu nyalon gibran fufufafa puput novel orang edan,2024-09-09,,Negatif
4066,ada transaksi curiga nila rupiah miliar indodax ada duit tahan analisa skenario indodax usaha keras tahan member coba tarik uang maintenance pulih ketidakpercayaan,2024-09-12,,Negatif
4067,iya gedung dewan wakil rakyat istana isi orang hafal lagu indonesia raya banyak bajing koruptor bangga,2024-09-14,,Negatif
4068,bayar pajak nikmat koruptor,2024-09-13,,Negatif
4069,kah bukti kat kedah tunggul jertakde function tak ada ide tak ada wawas maju rakyat negeri,2024-09-11,,Negatif
4070,ketimbang sibuk ngeles bela kaesang jet pribadi mending komisi berantas korupsi usut nyata rocky gerung wali kota solo gibran koruptor,2024-09-09,,Negatif
4071,gibran aku sabtu menteri kasih duit mulus urus solo bilang koruptor september,2024-09-06,,Negatif
4072,kemeneg sarang koruptor mark up biaya ibadah haji biaya cetak al alquran korupsi oknum jabat nya munawir musang bulu domba garut,2024-09-07,,Negatif
4073,miskin maling mirip koruptor benr mati orang,2024-09-07,park jimin,Negatif
4074,fun fact hukum negeri beli koruptor korupsi triliun kena denda ribu tahan beli hukum harga miliar inti hukum ringan bebas mesti orang mirip,2024-09-09,"Zurich, Switzerland",Negatif
4075,pare jabat gaji ratus juta apa tunjang koruptor triliun rakyat,2024-09-09,,Negatif
4076,koruptor hukum gebuk rakyat maling duit rakyat perkosa hukum potong kntol biar derita,2024-09-08,Ngayogyokarto Hadiningrat 🇮🇩,Negatif
4077,anak koruptor anjing,2024-09-07,Malaysia,Negatif
4078,sandra dewi bagus gigolo koruptor timah,2024-03-28,"Jakarta, Indonesia.",Negatif
4079,innalillah moga tempat golong iman amin,2024-09-13,,Negatif
4080,revisi undang undang komisi berantas korupsi sediakala undang undang ampas aset koruptor,2024-09-06,,Negatif
4081,bola bahas politikus aneh ya anjir syukur timnas di zaman zaman pssi pegang nurdin halid koruptor bulog amburadul sumpah,2024-09-15,,Negatif
4082,juang lingkung gampang sandera kriminal koruptor kemplang triliun uang negara sulit ringkus lihat video amel siregar,2024-09-16,,Negatif
4083,salah gali liang kubur mayat koruptor hukum mati,2024-09-07,,Negatif
4084,lihat mati usak lingkung koruptor kuasa usaha jahanam bunuh rakyat tukang jual negara lihat mati model,2024-09-14,,Negatif
4085,warning negara bangkrut korupsi rajalela presiden koruptor rampok belas kasih fufufafa anies susu guru gembul,2024-09-10,,Negatif
4086,mantap koruptor arak keliling ya,2024-09-15,Indonesia.,Negatif
4087,sombong maksiat batin koruptor maksiat lahir koruptor sombong maksiat lahir batin,2024-09-15,Bandung,Negatif
4088,maka akalin ada koruptor,2024-09-16,,Negatif
4089,pagi jawa pos komisi berantas korupsi kartu prakerja henti materi kursus sedia gratis internet,2020-06-19,,Negatif
4090,orang cepu guna negara satu republik indonesia,2020-12-06,"Bandung, Indonesia",Positif
4091,kevin morais jaksa tugas komisi berantas korupsi malaysia sep hilang kantor mobil dtmukan bakar ladang sawit mayat kevin temu cor tong posisi duduk juli mahkamah hukum gantung laku,2020-07-11,Indonesia,Negatif
4092,kalkathak lower chitral komisi berantas korupsi pakistan,2020-12-30,Qatar,Negatif
4093,aku harun mas ada sekitar ptik tanggal januari ada indonesia tanya tanggal januari komisi berantas korupsi mas ada negeri mata kepala ada jakarta tanggal,2020-01-30,Kritik Kebijakan Bukan Pribadi,Negatif
4094,korupsi bansos covid komisi berantas korupsi potensi periksa megawati hasto,2020-12-17,"DKI Jakarta, Indonesia",Positif
4095,masuk televisi belah koruptor gedung komisi berantas korupsi salah duduk tunggu sebrangnya ya duduk eh tahu masuk cnn si anjing,2020-07-05,"Jakarta, Indonesia",Negatif
4096,wahyu komsioner komisi berantas korupsi mohon maaf rakyat indonesia wartawan korporatif wahyu korpoatif wartawan ada beri duga hasto tenggapan wahyu oh sidik,2020-01-10,"Bandung, Jawa Barat",Negatif
4097,geger sejarah komisi berantas korupsi hukum mati menteri sosial kader partai demokrasi indonesia juang sangka korupsi dana bansos covid warganet saksi eksekusi live,2020-12-05,"Bima Sakti, Bumi, Indonesia",Positif
4098,dagel abad bukti nyata lemah komisi berantas korupsi selamat gagas revisi undang undang,2020-01-12,Jakarta,Negatif
4099,putus teman bilang februari jabat kuasa hasil banding rawat yakin prinsip bilang ya cinta komisi berantas korupsi pamit,2020-09-24,Indonesia,Negatif
4100,komisi berantas korupsi klarifikasi,2020-12-20,,Negatif
4101,partai ya sungguh ganti sang merah putih bawa adinda lutfi alfiandi bendera partai iklan acara tangkap kmdn tahan tengara siksa demo tolak rancang undang undang komisi berantas korupsi dukung,2020-01-27,Indonesia,Negatif
4102,selamat sabtu pagi pegawai jatuh libur jalan tugas beda uras kolam bersih sisa daun dahan mangga kemarin patah badai pohon buah,2020-10-17,Indonesia,Negatif
4103,lutfi alfiandi pemuda bawa bendera aksi ajar tolak rancang undang undang komisi berantas korupsi kuhp aku siksa sidik periksa lutfi paksa aku lempar batu buat laku malam live waktu indonesia bagi barat,2020-01-22,"Jakarta, Indonesia",Negatif
4104,pimpin komisi berantas korupsi tutup ada harun mas sebut negeri operasi tangkap tangan telusur tempo harun kota operasi senyap saksi video lengkap,2020-01-21,,Negatif
4105,perintah dukung upaya cegah berantas korupsi tanah air perintah hormat proses hukum jabat negara jalan komisi berantas korupsi percaya komisi berantas korupsi transparan buka profesional,2020-11-25,Jakarta,Negatif
4106,fess gemas sekali kali kunjung makan ringan somay erti sekali mahasiswa butuh kenyang wkwk by the way komisi berantas korupsi foto kunjung instansi rotijajanan pasar,2020-04-15,pengaduan ,Negatif
4107,bayang duo baswedan pimpin negeri presiden novel ketua komisi berantas korupsi moga nyata indonesia amin bi idznillah,2020-11-25,Indonesia,Negatif
4108,top songs in naija rexxie mohbad komisi berantas korupsi por omah lay godly davido the best ft mayorkun olamide infinity ft omah lay bella shmurda zlatan lincoln cash app disc jockey kaywise phyno high way davido jawa wizkid ginger ft burna boy,2020-12-30,"Abuja, Nigeria",Negatif
4109,selamat hasil tangkap menteri partai tangkap lumayan tunggu tangkap kakap ya lupa,2020-12-06,Indonesia,Negatif
4110,an angry jehadi mob demolished hindu temple in karak district of pakistans khyber pakhtunkhwa komisi berantas korupsi province on wednesday,2020-12-30,"MUMBAI, INDIA",Negatif
4111,jejak digital dunia enggak usah munafik iya please panggil komisi berantas korupsi indikasi libat tindak pidana korupsi hayo aku calling visa,2020-12-30,Make your own sandwich.,Negatif
4112,presiden partai demokrasi indonesia juang ketua dewan wakil rakyat partai demokrasi indonesia juang menteri hukum dan hak asasi manusia partai demokrasi indonesia juang jaksa agung partai demokrasi indonesia juang menpanrb partai demokrasi indonesia juang mensekab partai demokrasi indonesia juang motor rancang undang undang komisi berantas korupsi partai demokrasi indonesia juang partai demokrasi indonesia juang korban peras oknumoknum kuasa sih bingung,2020-01-17,"Jakarta Pusat, DKI Jakarta",Negatif
4113,staf khusus presiden andi taufan muda ajar manfaat sempit untung pribadi contoh conflict of interest akut layak staf khusus presiden mundur malu,2020-04-14,Indonesia,Negatif
4114,kuat komisi berantas korupsi,2020-01-21,,Negatif
4115,gambar contoh ambil sempat kampanye wabah covid contoh conflict of interest akut bupati malu bantu tempel photo,2020-04-26,Indonesia,Negatif
4116,komisi berantas korupsi roach,2020-12-30,United Kingdom,Negatif
4117,nathia gali komisi berantas korupsi,2020-12-30,Sargodha,Negatif
4118,selamat pagi republik terang benderang perintah langsung swasta tender tangan kartu prakerja nila rupiah curi siang bolong sedih mata komisi berantas korupsi quo vadis kpkrakyat monitor,2020-04-30,Nusa Tenggara Timur,Negatif
4119,rakyat tolak revisi undang undang komisi berantas korupsi undang undang komisi berantas korupsi revisi rakyat tolak politik dinasti anak mantu maju pilih kepala daerah rakyat pilih kepala daerah tunda pilih kepala daerah jalan rakyat tolak rancang undang undang cipta kerja sah undang undang cipta kerja rakyat tes massal covid protokol sehat,2020-10-05,,Negatif
4120,kantor komisi berantas korupsi korupsi ng gal gadot,2020-12-06,heyhandokotjung@gmail.com,Negatif
4121,mati mati,2020-03-21,,Negatif
4122,komisi berantas korupsi harap menteri sosial risma koordinasi kait bansos,2020-12-30,,Positif
4123,malu,2020-01-08,,Negatif
4124,dosa takut tertawa,2020-03-10,Indonesia,Negatif
4125,ketua komisi berantas korupsi polisi ketua pssi polisi kepala bulog polisi kepala bin polisi kwarnas polisi kakak badan narkotika nasional polisi menteri dalam negeri polisi irjen kemenperin polisi dan terus,2020-01-31,Bumi Skeptis Datar,Positif
4126,komisi berantas korupsi omooooooo,2020-12-06,,Negatif
4127,erti obrol dua cokol komisi berantas korupsi goblok enak orang goblok penasaran ya goblok,2020-12-06,,Negatif
4128,erti ra ono mahasiswa universitas negeri semarang sing ngelaporke rektor ning komisi berantas korupsi adik pulang skors yae enggak tau ki iya cen aneh sekali,2020-11-24,java island tengah lan wetan,Negatif
4129,salur bansos komisi berantas korupsi risma koordinasi,2020-12-30,"Bandung, Indonesia",Negatif
4130,harun mas sjamsul nursalim daftar buron komisi berantas korupsi,2020-12-30,Indonesia,Negatif
4131,coba bawabawa air keras hidup sehariharinya sengaja numpahin muka orang sidik komisi berantas korupsi,2020-06-13,dimana mana ada awkarin.,Negatif
4132,rektorat tindak frans josua napitu anggap rusak reputasi kampus komisi berantas korupsi tentang sikap kampus negeri semarang adu korupsi hak masyarakat,2020-11-17,Indonesia,Negatif
4133,komisi pemelihan umum ragu legitimasi wasit adil pilih presiden bukti wasit komisi pemelihan umum hancur legitimasi salahsatu komisioner tangkap tangan suap komisi berantas korupsi tangkap komisioner,2020-01-09,pulau reklamasi Jakarta Utara,Negatif
4134,buron nurhadi tangkap nangkap tim pimpin novel perintah salah wkwk ketua komisi berantas korupsi novel pimpin komisi berantas korupsi diberitahu pimpin komisi berantas korupsi novel gerak nurhadi gagal tangkap paham paham,2020-06-03,mpuprema@gmail.com,Negatif
4135,komisi berantas korupsi,2020-11-18,Indonesia,Negatif
4136,komisi berantas korupsi laku rekrut isi jabat struktural,2020-12-30,"Bandung, Indonesia",Negatif
4137,komisi berantas korupsi tetap sangka nilai rupiah triliun,2020-12-30,Jawa Barat,Positif
4138,pimpin komisi berantas korupsi tutup ada harun mas sebut negeri operasi tangkap tangan telusur tempo harun jakarta operasi senyap majalah tempo edisi kini,2020-01-19,Indonesia,Negatif
4139,komisi berantas korupsi tegas buru harun mas firli evaluasi kerja satu tugas,2020-12-30,"Bandung, Indonesia",Negatif
4140,komisi berantas korupsi lahir polisi kompeten berantas korupsi komisi berantas korupsi hal icac hong kong fokus tangan polisipolisi korup icac ngandangin polisi polisi negara satu republik indonesia konsultan dana desa,2020-03-01,,Positif
4141,menteri sosial nyata dakwa tahan gatra cabut piagam harga menteri sosial tarik hasil survei lembaga pimpin juliari bmensos menteri juara tangan korona,2020-12-06,Jakarta Capital Region,Negatif
4142,peta jaksa agung partai demokrasi indonesia juang maruf amin urus besar nahdlatul ulama amunisi nama jiwasraya gate sandera kim jong wi kim jong wi komisi berantas korupsi sandera partai demokrasi indonesia juang kim jong wi lempar bahan sandiaga gibran partai demokrasi indonesia juang lempar wacana prabowo puan,2020-01-20,pulau reklamasi Jakarta Utara,Negatif
4143,omong sampah omong impor utang ekonomi roket kuat komisi berantas korupsi kurang beban rakyat dan lain lain bicara tong sampah,2020-02-23,,Negatif
4144,peshawar jobs service tribunal komisi berantas korupsi,2020-12-30,Pakistan,Negatif
4145,komisi berantas korupsi alami novel baswedan surat pemberitahuan tahun harun mas pikir ulang dukung calon partai demokrasi indonesia juang harap masyarakat sikap baik negeri,2020-06-14,Indonesia,Negatif
4146,talosope komisi berantas korupsi,2020-12-30,Konoha,Negatif
4147,konferensi pers tahan sangka,2020-12-21,"Jakarta, Indonesia",Negatif
4148,nice meeting information secartry komisi berantas korupsi rubina khalid secartry generl women wing punjab nargis faiz mpa ghazal siyal sumaira gul after dinner at khurshid sah sab place sukhar,2020-12-30,"Islamabad, Pakistan",Negatif
4149,rawan korupsi komisi berantas korupsi kawal anggar tangan covid,2020-12-30,"Jl. RTA Milono Km 2,5 Palangka",Positif
4150,firli elok banding kerja komisi berantas korupsi,2020-12-30,"Jl. RTA Milono Km 2,5 Palangka",Negatif
4151,komisi berantas korupsi versi percaya menteri hakim hak asasi manusia yasona berpihakkpd partai ketimbang adil presiden pilih biar negara satu republik indonesia bersih,2020-01-22,,Negatif
4152,percaya komisi berantas korupsi antek medan merdeka selatan didik sidik anggar daya sumberdaya komisi berantas korupsi medan merdeka selatan akses intervensi korupsi buka,2020-04-08,Pulau Reklamasi Jakarta Utara,Negatif
4153,tenggelam berita nama gibran muncul lapor tempo korupsi bansos andi arief komisi berantas korupsi klarifikasi warta kota,2020-12-30,"Istanbul, Turkey",Negatif
4154,pekan barang bukti hilang partai demokrasi indonesia juang sila geledah dasar kena pajak kali rakyat paham partai demokrasi indonesia juang partai sarang koruptor komisi berantas korupsi tangan kader partai demokrasi indonesia juang,2020-01-21,"""PAPUA adalah INDONESIA""",Positif
4155,komisi berantas korupsi wiunnnnnnnn,2020-12-30,"Clarington, Ontario",Negatif
4156,komisi berantas korupsi dalam peran gibran korupsi bansos covid,2020-12-21,Indonesia,Positif
4157,kunjung daerah pilih tindak korupsi dana bansos jerat menteri sosial libat uang alir korupsi kemensos tangan komisi berantas korupsi komisi berantas korupsi ungkap rakyat terlibatjangan diam liberte,2020-12-30,Nusa Tenggara Timur,Positif
4158,jokowi koruptor sih ada sidik komisi berantas korupsi aniaya sangka hukum berat perintah lestari korupsi sih iya,2020-06-13,Jakarta,Negatif
4159,mrs raja komisi berantas korupsi,2020-12-30,Remote,Negatif
4160,iring informasi siap aksi komisi berantas korupsi target orang kuasa informasi batas,2020-05-04,Pulau Reklamasi Jakarta Utara,Negatif
4161,luhut periksa komisi berantas korupsi orang jelek,2020-11-28,Indonesia,Negatif
4162,my baby komisi berantas korupsi,2020-12-30,"England, United Kingdom",Negatif
4163,dukung jokowi berani vokal perintah jokowi lemah komisi berantas korupsi ada patut dukung,2020-01-17,Indonesia,Negatif
4164,selamat rumah sila duduk rumah komisi berantas korupsi,2020-05-02,Putrajaya,Negatif
4165,menteri sekretaris negara terbit surat luhut menteri laut ikan ada interim ganti edhy prabowo tangkap komisi berantas korupsi,2020-11-25,,Negatif
4166,alamak ada ngabalin rombong menteri kkp tangkap komisi berantas korupsi,2020-11-25,Indonesia,Negatif
4167,lemah komisi berantas korupsi ubah undang undang komisi berantas korupsi rezim narasi kuat lemah fakta komisi berantas korupsi sulit buzzerp juang komisi berantas korupsi lemah komisi berantas korupsi larang orang halusinasi doa sehat jiwa pikir,2020-08-10,"Jakarta Utara, DKI Jakarta",Negatif
4168,gtgtgtgtgt ta sok kpe komisi berantas korupsi,2020-12-30,"Abuja, Nigeria",Negatif
4169,negara rugi rupiah triliun untung selamat komisi berantas korupsi,2020-12-30,Indonesia,Positif
4170,panas borok direksi diumbarumbar pertamina balas ahok ajak komisi berantas korupsi,2020-09-16,Indonesia,Negatif
4171,dakwa suap proyek dinas kerja umum dan rumah rakyat muara enim aku uang us ribu firli bahuri firli bahuri temu bupati muara enim ahmad yani komisi berantas korupsi gelar operasi tangkap tangan majalah tempo edisi kini,2020-01-26,Indonesia,Negatif
4172,gibran duga seret korupsi bansos partai adil sejahtera dukung komisi berantas korupsi berantas korupsi tebang pilih,2020-12-20,Indonesia,Negatif
4173,tulis berita komentator ngawur bilang sekali nurul komisi berantas korupsi jusreru bilang hukum mati sesuai pasal ayat undang undang coba lihat kompas televisi minggu malam jam,2020-12-07,Jakarta,Negatif
4174,polisi tangkap sidik komisi berantas korupsi pantau harun hasto paksa buka ponsel kunci password,2020-01-13,Indonesia,Positif
4175,menteri hukum dan hak asasi manusia tugas penjara laku pidana ubah bebas narapidana komisi berantas korupsi tugas penjara koruptor ubah bebas kotuptor ada hukum negeri,2020-04-03,,Negatif
4176,ya robbsedang pandemi masyarakat bagitu derita ada jabat tega korupsi bansos corona yang sangkut hati tidakastaghfirullah,2020-12-05,Indonesia,Negatif
4177,apn komisi berantas korupsi tuntas deret duga korupsi ahok mandeg,2020-12-30,,Negatif
4178,osheyyyy komisi berantas korupsi terima kasih,2020-12-30,de anchor gallery🤎✨,Negatif
4179,komisi berantas korupsi december anthem,2020-12-30,"Lagos, Nigeria",Negatif
4180,komisi berantas korupsi tetap menteri sosial juliari sangka bansos covid,2020-12-05,,Positif
4181,stop press komisi berantas korupsi tangkap menteri laut ikan edhy prabowo rabu sidik komisi berantas korupsi tangkap edhy duga korupsi ekspor benih lobster,2020-11-25,Indonesia,Negatif
4182,komisi berantas korupsi por,2020-12-30,Home,Negatif
4183,puluh kader partai demokrasi indonesia juang jerat komisi berantas korupsi menteri sosial juliari bupati bangga laut wali kota cimahi,2020-12-06,Indonesia,Negatif
4184,geming bentuk tgpf serang orang komisi berantas korupsi ungkap geming selamat komisi berantas korupsi lemahhancur lemah respon wabah,2020-03-29,"Jakarta Utara, DKI Jakarta",Negatif
4185,ada data tangkap komisi berantas korupsi data korup hmmmm,2020-12-30,"Bali, Indonesia",Negatif
4186,jabat firli bahuri henti lidi korupsi,2020-02-20,Indonesia,Negatif
4187,stop press komisi berantas korupsi tetap menteri sosial juliari batubara sangka korupsi bansos covid duga terima suap rupiah miliar,2020-12-06,Indonesia,Positif
4188,ketangkep edhi prabowo dibully warganet warganet,2020-11-25,Indonesia,Negatif
4189,mirip tahan komisi berantas korupsi,2021-09-04,대전,Negatif
4190,komisi berantas korupsi komisi kawaii,2021-09-01,Gedung DPR RI,Negatif
4191,kirim gedung komisi berantas korupsi malam ada aksi merinding,2021-06-28,Yogyakarta,Negatif
4192,siang dijapri atas duga baca sesal sekali patah hati komisi berantas korupsi bertanyatanya salah wawancara twk status tms tiba tiba jelas label merah henti,2021-09-15,Yogyakarta,Negatif
4193,juni mahasiswa universitas mataram tolak datang ketua komisi berantas korupsi firli bahuri kuliah didik anti korupsi foto badan eksekutif mahasiswa unram,2021-06-29,,Negatif
4194,ott komisi berantas korupsi revisi undang undang komisi berantas korupsi pimpin komisi berantas korupsi di bawah firli bahurimerah pudar anggota tim ott jaring tes twk henti clear,2021-06-07,"DKI Jakarta, Indonesia",Negatif
4195,bajingaaaaan salah mung potong gaji komisi berantas korupsi ooooo komisi berantas korupsi cap lembaga berantas korupsi cap apaaaaa,2021-08-30,Yogyakarta,Negatif
4196,berita duka komisi berantas korupsi tinggal dunia,2021-05-05,Indonesia,Negatif
4197,pamit ya twit sidik komisi berantas korupsi terima kasih dukung,2021-09-30,Jakarta ,Negatif
4198,peti surat putus henti cek timbang poin pimpin komisi berantas korupsi stigmatisasi labeling pegawai setia taat pancasila undang undang dasar negara satu republik indonesia perintah sah lulus twk mana letak henti hormat,2021-09-17,Yogyakarta,Negatif
4199,pimpin komisi berantas korupsi suara bulat henti sidi sjamsul nursalim adil ada rugi negara nila rupiah triliun,2021-04-03,Indonesia,Positif
4200,komisi berantas korupsi tugas kelimpungan cari sumber,2021-06-28,,Negatif
4201,about today in haripur komisi berantas korupsi,2021-12-30,Pakistan-China,Negatif
4202,perilaku pimp komisi berantas korupsi aneh paham peduli korupsi sebut koruptor sintas korban laku negara jadi koruptor suluh anti korupsi pegawai kerja singkir,2021-08-22,"Jakarta Utara, DKI Jakarta",Negatif
4203,satusatunya sindikat resah lebaran tangkap komisi berantas korupsi,2021-05-15,Ngadi King of The South,Negatif
4204,prihatin korupsi masif tambah kondisi komisi berantas korupsi percaya publik pimp komisi berantas korupsi masalah kepala polisi republik indonesia sempat kontribusi berantas korupsi bidang cegah im terima,2021-12-06,"Jakarta Utara, DKI Jakarta",Negatif
4205,pimpin komisi berantas korupsi bocor rahasia jabat tindak lawan otoritas siasat calon sangka hukum potong gaji sanksi mirip bantu pecah piring buang mana akal sehat nurani,2021-08-30,"Jakarta Capital Region, Indonesia",Negatif
4206,stwk surat putus pimpin komisi berantas korupsi pecat laku september layak buru dahulu presiden kepala perintah pilih september sengaja gera jahat kejam terima,2021-09-15,"DKI Jakarta, Indonesia",Negatif
4207,selamat pagi twk data ott komisi berantas korupsi juni pilih komisi berantas korupsi era firli bahuri prestasi komisi berantas korupsi kuat berkat revisi undang undang komisi berantas korupsi pimp komisi berantas korupsi jilid lantik desember,2021-06-07,Indonesia,Negatif
4208,komisi berantas korupsi nih silaturahmi motif kepala daerah paksa pegawai negeri sipil produk usaha swasta,2021-04-22,Ngadi King of The South,Negatif
4209,bupati hina opung low back pain jahit,2021-09-03,Indonesia,Negatif
4210,pegawai komisi berantas korupsi lolos twk tangan korupsi bansos kkp,2021-05-08,Indonesia,Negatif
4211,alhamdulillah senang bantu tugas siang terang bantu komisi berantas korupsi tegak hukum berantas korupsi kait sangka korupsi perumda bangun sarana jaya,2021-09-21,Indonesia,Positif
4212,buron komisi berantas korupsi tangkap harun mas,2021-12-30,"Serang, Indonesia",Negatif
4213,bobrok hubung perkara langgar kode etik buat pidana wakil ketua komisi berantas korupsi lili pintauli siregar selesai pascaputusan dewas komisi berantas korupsi,2021-12-30,indonesia,Negatif
4214,celah siapaoun korupsi,2021-12-30,"Kota Banda Aceh, Nangro Aceh D",Negatif
4215,ketua komisi berantas korupsi firli bahuri duga daftar nama pegawai depak november tengara paksa pimpin komisi berantas korupsi tuju twk selundup pasal atur komisi berantas korupsi,2021-06-06,,Negatif
4216,nilai bungkam komisi berantas korupsi tagar slank tipu tren,2021-05-13,Indonesia,Negatif
4217,salam jari lupa pilih jokowi kritik lemah komisi berantas korupsi abdi slank jabat komisaris bebas pt telkom indonesia tbk persero,2021-05-28,"DKI Jakarta, Indonesia",Negatif
4218,komisi berantas korupsi berani periksa anies indikasi korupsi daerah khusus ibukota,2021-12-30,,Negatif
4219,wakil ketua komisi berantas korupsi lili pintauli siregar bukti langgar etik putus muat vonis baca dewas komisi berantas korupsi,2021-08-30,,Negatif
4220,aku cucu nyi roro kidul siska hasil tipu rudi hartono bangun rupiah miliar uang pakai mahar ritual kebal ott komisi berantas korupsi tipu ritual abalabal kebal komisi berantas korupsi anggota dewan wakil rakyat ri lapor cucu nyi roro kidul polisi besok kasus sidang,2021-10-04,"DKI Jakarta, Indonesia",Negatif
4221,resmi lantik juru bicara kantor darurat berantas korupsi selamat tugas terus damping juang lawan bunuh komisi berantas korupsi,2021-09-24,,Negatif
4222,kantor hukum pribadi ketua komdis nih mirip umrohin main wartawan suporter buzzer pakai travel urus tagih federasi untunggggg lembaga negara angkut komisi berantas korupsi,2021-11-05,Ngadi King of The South,Negatif
4223,rezim moral bangkrut,2021-05-11,Jakarta,Negatif
4224,ketua komisi berantas korupsi firli bahuri tengara salah figur sentral runtuh komisi anti korupsi bocor kerap gabung komisi berantas korupsi duga mematamatai kolega pegang kartu,2021-06-20,,Negatif
4225,event piala dunia jual tiket federation of international football association ada urus federasi negara tuan rumah alibi rapi percaya pssi berani bawa eksternal polisi komisi berantas korupsi,2021-01-11,Ngadi King of The South,Negatif
4226,sih lihat komisi lindung anak indonesia komisi berantas korupsi malas biar,2021-01-04,Ngadi King of The South,Negatif
4227,mahfud md koruptor satu lemah komisi berantas korupsi,2021-06-06,Indonesia,Negatif
4228,aduh roboh bangun the new mattoanging stadium salah fokus program beliau mangkrak ki,2021-02-27,Ngadi King of The South,Negatif
4229,kembali pinjam sirkuit bangun musim hujan ada kadrun tonton sponsor pertanggungjawaban publik sita aset,2021-12-30,"Pearland, TX",Negatif
4230,mohon komisi berantas korupsi ott mohon temu salah ott panggil ubah ya lepas,2021-11-15,,Negatif
4231,jeng jeng jenggg jeng jennggggg musik scoring,2021-11-04,Indonesia,Negatif
4232,jaksa komisi berantas korupsi kan namanama nikmat uang korupsi bupati bintan,2021-12-30,Indonesia,Negatif
4233,ada temu komisi berantas korupsi,2021-10-25,Ngadi King of The South,Positif
4234,ada jahat daya sengaja pasuk ranah privasi paksa paling temanteman komisi berantas korupsi aktivis password bilang bajak akun kak,2021-05-21,,Negatif
4235,tolak,2021-12-09,Jakarta,Negatif
4236,busuk sekali dalam bela,2021-06-03,Indonesia,Negatif
